date_time,power,windspeed,tem,hum,pressure,precipitation,wind_dir
12/18 17h,0.582894064,8.239201729,20.85640869,89.35958712,1015.589609,0.015234575,31.14805603
12/18 18h,0.665545618,8.596978827,20.58440552,90.21039323,1016.543828,0.000703614,32.31428528
12/18 19h,0.692201842,8.712045771,20.52892456,90.22832941,1016.973594,0.000703614,37.77056885
12/18 20h,0.662838387,8.582389583,20.46288452,90.19233972,1017.067734,0.0093095,41.78363037
12/18 21h,0.601751369,8.31287493,20.26873169,90.3472902,1017.085,0.036114361,41.85409546
12/18 22h,0.539557517,8.040684438,20.25847778,89.88129586,1016.964922,0.067010522,40.822052
12/18 23h,0.51456191,7.910448423,20.16652832,89.90107358,1017.188438,0.042744912,40.49732971
12/19 0h,0.501342982,7.834590094,19.90075073,90.14708498,1016.930469,0.096496195,34.85246277
12/19 1h,0.509622115,7.880240785,19.83312378,90.19604103,1016.939063,0.091276132,27.21002197
12/19 2h,0.493976485,7.793222246,19.81350098,89.92291676,1016.681172,0.057135243,21.09384155
12/19 3h,0.489561684,7.768226583,19.74276123,89.90464918,1016.543828,0.0093095,17.82023621
12/19 4h,0.483788357,7.734902258,19.7022644,90.03418684,1016.783984,0.008604024,17.02256775
12/19 5h,0.484926223,7.728010398,18.18135986,88.37750874,1016.46625,0.01128437,24.74752808
12/19 6h,0.497926369,7.796671976,18.12713013,88.40411694,1017.626172,0.022429507,21.48849487
12/19 7h,0.468583764,7.632121303,18.10564575,88.61395962,1018.11125,0.040770043,16.94929504
12/19 8h,0.402081399,7.262806323,18.25802002,88.07955231,1018.572969,0.054737087,11.14588928
12/19 9h,0.350063531,6.966558159,18.58519897,87.17651923,1019.06,0.055301003,9.323547363
12/19 10h,0.328618887,6.80914001,18.84349976,86.36637411,1018.991641,0.103268307,6.46055603
12/19 11h,0.38828123,7.189424505,18.75875244,85.55222379,1018.769375,0.103832223,358.9733887
12/19 12h,0.518168372,7.91280522,18.62444458,84.33452312,1018.085391,0.083234627,354.8226318
12/19 13h,0.503337655,7.830170153,18.41039429,83.78612076,1017.376172,0.029624905,356.0289001
12/19 14h,0.386783705,7.180322476,18.11748657,83.51222322,1016.905859,0.001691282,2.037826538
12/19 15h,0.319152252,6.734876371,17.78563843,83.00580325,1016.880625,0.0011269,8.905181885
12/19 16h,0.328914537,6.803928333,17.41140137,83.17106928,1017.077031,0.002819579,15.05160522
